name,categories,state,stars
Carrabba's Italian Grill,"['Italian', 'Restaurants', 'Seafood']",NC,3.5
Taps Signature Cuisine & Bar,"['Italian', 'Restaurants', 'American (Traditional)']",AZ,3.0
Daddona's,"['Restaurants', 'Italian']",OH,3.0
Sirio Ristorante,"['Restaurants', 'Italian', 'American (New)']",NV,3.5
Universal Pizza,"['Pizza', 'Italian', 'Restaurants']",PA,2.5
East Side Pizza,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Pizza', 'Sandwiches', 'Italian']",NV,3.0
Johnny's Bar,"['Restaurants', 'Italian']",OH,4.0
Piada Italian Street Food,"['Food', 'Restaurants', 'Italian', 'Street Vendors']",OH,3.5
Siena Bistro,"['Tuscan', 'Restaurants', 'Bistros', 'American (New)', 'Desserts', 'Active Life', 'Italian', 'Golf', 'Food']",NV,4.0
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",AZ,2.5
Pizza Hut,"['Pasta Shops', 'Specialty Food', 'Restaurants', 'Pizza', 'Chicken Wings', 'Food', 'Italian']",NV,2.5
Nora,"['Food', 'Italian', 'Restaurants', 'Desserts', 'Salad']",OH,4.5
Players On Madison,"['Restaurants', 'Pizza', 'Italian', 'American (New)', 'Grocery', 'Breakfast & Brunch', 'Food']",OH,3.5
US Fried Chicken,"['Halal', 'Italian', 'Specialty Food', 'Restaurants', 'American (New)', 'Food']",NC,4.0
Frank's Pizza & Wings,"['Italian', 'Sandwiches', 'Restaurants', 'Pizza']",AZ,3.0
Pasta China,"['Food', 'Restaurants', 'Italian', 'Asian Fusion', 'Ethnic Food', 'Specialty Food']",NV,4.0
Terra,"['Italian', 'Restaurants', 'French']",NC,4.5
Buccis,"['Restaurants', 'Italian', 'American (New)']",OH,4.0
Alberto Ristorante Italiano,"['Restaurants', 'Gluten-Free', 'Italian']",AZ,4.0
Ray's Pizza,"['Italian', 'Restaurants', 'Pizza']",AZ,3.0
Segneri's Italian Restaurant,"['Restaurants', 'Sandwiches', 'Italian', 'Pizza']",PA,4.5
Red Rock Pizza,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",NV,4.0
Zeppe's Pizzeria,"['Caterers', 'Italian', 'Event Planning & Services', 'Chicken Wings', 'Pizza', 'Restaurants']",OH,2.0
Grazie,"['Wine Bars', 'Bars', 'Restaurants', 'Nightlife', 'Italian', 'Pizza']",AZ,3.5
Nicantoni's Pizza,"['Restaurants', 'Pizza', 'Salad', 'Italian']",AZ,4.0
Uncle Tony's Pizza,"['Salad', 'Italian', 'Pizza', 'Restaurants']",AZ,4.0
Romano's Macaroni Grill,"['Italian', 'Restaurants']",NC,2.5
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",WI,3.0
Conforti's Pizzeria,"['Food', 'Restaurants', 'Pizza', 'Italian']",PA,4.5
Angelo's,"['Italian', 'Pizza', 'Restaurants']",WI,3.0
Vivace,"['Restaurants', 'Italian', 'Tapas/Small Plates']",NC,3.5
International Eatery,"['Chinese', 'Italian', 'Mexican', 'Restaurants']",NV,2.5
Tolerico's Restaurant,"['Italian', 'Restaurants', 'Pizza']",PA,3.0
Harvey American Public House,"['Italian', 'Restaurants', 'American (New)', 'Pubs', 'Bars', 'Nightlife']",AZ,3.5
Rico's Restaurant,"['Italian', 'Restaurants']",PA,4.0
Lino's Pizzeria & Italian Restaurant,"['Food', 'Pizza', 'Restaurants', 'Food Delivery Services', 'Italian']",NV,3.5
Herb 'n Flavors,"['Gluten-Free', 'American (New)', 'Mediterranean', 'Italian', 'Restaurants']",AZ,4.0
Abo's Grill,"['Italian', 'Pizza', 'Restaurants']",OH,4.0
Zia Pia Imports,"['Specialty Food', 'Grocery', 'Food', 'Tuscan', 'Pasta Shops', 'Restaurants', 'Italian']",NC,5.0
Fellinis Pizzeria,"['Pizza', 'Italian', 'Restaurants']",PA,4.0
Maxi's,"['Restaurants', 'Italian', 'Pizza']",OH,3.5
Luxe Kitchen & Lounge,"['Italian', 'Tapas Bars', 'Mediterranean', 'Lounges', 'Bars', 'Nightlife', 'Restaurants', 'Vegan', 'American (New)', 'Vegetarian']",OH,4.0
Zeffirino,"['Food', 'Restaurants', 'Italian', 'Beer Bar', 'Beer', 'Wine & Spirits', 'Nightlife', 'Bars', 'Seafood']",NV,3.5
Full House Pizza,"['Italian', 'Restaurants', 'Sandwiches', 'Pizza']",AZ,4.0
Franks Pizza  and Chicken,"['Italian', 'Restaurants', 'Pizza', 'Chicken Wings']",PA,3.0
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",AZ,2.5
Noodles & Company,"['Asian Fusion', 'Mediterranean', 'Italian', 'Restaurants', 'Noodles', 'Chinese', 'American (New)', 'Comfort Food']",PA,3.5
Arrabiata's Italian Restaurant,"['Restaurants', 'Italian']",OH,3.5
High Roller Deli,"['Delis', 'Restaurants', 'Italian']",NV,4.0
Roma Cafe Ristorante,"['Italian', 'Restaurants']",AZ,4.0
Streets of New York,"['Italian', 'Pizza', 'Restaurants', 'Sandwiches']",AZ,3.5
La Grande Orange,"['Desserts', 'Restaurants', 'American (Traditional)', 'Italian', 'Food', 'Pizza', 'American (New)']",AZ,4.0
Don Antonio's Pizzeria,"['Italian', 'Pizza', 'Restaurants']",NV,3.5
Sarafino's Pasta and Pizza,"['Pizza', 'Restaurants', 'Italian', 'Caterers', 'Event Planning & Services']",PA,4.0
What's Cooking at Casey's,"['Italian', 'American (Traditional)', 'Pizza', 'Restaurants']",PA,3.5
Antonio's Pizza,"['Italian', 'Restaurants', 'Pizza']",NC,4.0
Piada Italian Street Food,"['Italian', 'Restaurants', 'Street Vendors', 'Food']",OH,3.5
Rosati's Pizza,"['Sandwiches', 'Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",AZ,4.0
Cortabella's Italian Eatery,"['Bars', 'Italian', 'Ethnic Food', 'Food', 'Nightlife', 'Wine Bars', 'Restaurants', 'Specialty Food']",OH,3.5
Johnny's Italian Steakhouse,"['Steakhouses', 'Restaurants', 'Italian']",WI,3.5
Hyde Bellagio,"['Italian', 'Lounges', 'Nightlife', 'Wine Bars', 'Bars', 'Restaurants']",NV,3.5
My Pie Pizza,"['Salad', 'Italian', 'Restaurants', 'Pizza']",AZ,4.5
East Coast Sandwiches,"['Restaurants', 'Italian']",PA,2.0
Bottega Pizzeria Ristorante,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Rego's Brickhouse Pizza,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",OH,4.0
Pizza Five85,"['Restaurants', 'Italian', 'Salad', 'Pizza']",AZ,3.5
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",PA,2.5
Pleasure Bar and Restaurant,"['Nightlife', 'Restaurants', 'Bars', 'Italian']",PA,3.0
Mamma Mia Pizzeria,"['Pizza', 'Italian', 'Food', 'Restaurants']",PA,2.5
Pizza Pit,"['Pizza', 'Chicken Wings', 'Sandwiches', 'Restaurants', 'Italian']",WI,3.5
Soup's Chi-Town Kitchen,"['Restaurants', 'Italian', 'Pizza', 'Sandwiches']",NV,3.0
Ian's Pizza,"['Pizza', 'Italian', 'Restaurants']",WI,4.0
Dragon Fire Pizza,"['Pizza', 'Food', 'Italian', 'Restaurants', 'Food Trucks']",IL,4.5
Sugar River Pizza,"['Restaurants', 'Pizza', 'Salad', 'Italian']",WI,4.0
Fellini's Ristorante Italiano,"['Restaurants', 'Italian']",NV,2.5
Ristorante Italiano,"['Restaurants', 'Italian']",NV,3.0
Genoa Pizza & Pasta,"['Halal', 'Pizza', 'Restaurants', 'Italian']",PA,1.5
Papa Joe's Subs & Pasta,"['Sandwiches', 'Italian', 'Cheesesteaks', 'Restaurants']",OH,4.5
Manhattan Pizza,"['Italian', 'Pizza', 'Restaurants']",AZ,3.5
Olive Oil Pizzeria,"['Restaurants', 'Italian', 'Pizza']",PA,4.0
Pizza by Napoli,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",OH,2.5
Domino's Pizza,"['Sandwiches', 'Chicken Wings', 'Pizza', 'Italian', 'Restaurants']",SC,3.5
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",NC,1.0
Veltre's Pizza of White Oak,"['American (Traditional)', 'Pizza', 'Italian', 'Restaurants']",PA,4.0
Angelo's Nido Italia,"['Restaurants', 'Italian']",OH,4.0
Zeppe's Pizza - Mentor,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",OH,3.0
Bellagio Pizzeria,"['Restaurants', 'Italian', 'Mediterranean', 'Pizza']",AZ,3.5
Woody's Little Italy Restaurants,"['Restaurants', 'Italian']",PA,4.0
Il Pizzaiolo,"['Specialty Food', 'Pizza', 'Italian', 'Restaurants', 'Food', 'Pasta Shops']",PA,2.5
Crust Pizzeria & Ristorante,"['Italian', 'Restaurants', 'Pizza']",AZ,4.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Pizza', 'Restaurants']",AZ,1.5
Jet's Pizza,"['Salad', 'Italian', 'Sandwiches', 'Restaurants', 'Pizza']",AZ,4.0
Angie's and Jimmies Pizzeria,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']",AZ,4.0
Al Dente,"['Restaurants', 'Italian']",NV,3.0
Sicily's Pizza II,"['Italian', 'Restaurants', 'Pizza']",NV,1.5
Humble Pie,"['Pizza', 'Salad', 'Food', 'Italian', 'Nightlife', 'Restaurants', 'Bars', 'Beer', 'Wine & Spirits']",AZ,2.0
Corleone's Ristorante & Bar,"['Wine Bars', 'Seafood', 'Italian', 'Bars', 'Nightlife', 'Restaurants', 'Pizza']",OH,4.0
Danny Boys,"['Nightlife', 'Pizza', 'Restaurants', 'Italian', 'Bars']",OH,3.5
KIT's Kitchen,"['Restaurants', 'Coffee & Tea', 'Bars', 'Italian', 'American (Traditional)', 'Food', 'Nightlife', 'Breakfast & Brunch', 'Mexican', 'French']",NV,4.0
Verso Casual Italian Bistro and Pizzeria,"['Pizza', 'Italian', 'Restaurants']",OH,4.0
Meatballz,"['Restaurants', 'Italian']",AZ,3.0
Giordano Trattoria Romana,"['Italian', 'Restaurants']",AZ,3.5
Pizza Natali,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",NV,4.0
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",AZ,2.5
Loparo's Pizza,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']",OH,3.5
Stagioni Four Seasons of Food,"['Restaurants', 'Nightlife', 'Italian', 'Bars']",NC,4.0
Toni & Jerrie's Italian Restaurant,"['Restaurants', 'Italian']",NC,1.5
Mama Pepino's Pizza & Pub,"['Italian', 'Pizza', 'Restaurants']",PA,3.5
Sinatra,"['Restaurants', 'Italian']",NV,4.0
Olive Garden Italian Restaurant,"['Restaurants', 'Italian']",OH,3.0
Hungry Howie's Pizza,"['Pizza', 'Restaurants', 'Italian', 'Sandwiches']",NC,3.0
Etna Restaurant & Wine Bar,"['Nightlife', 'Wine Bars', 'Seafood', 'Bars', 'Restaurants', 'Italian']",OH,4.0
Angelina's Pizzeria,"['Restaurants', 'Pizza', 'Italian']",PA,3.5
La Fontana,"['Italian', 'Pizza', 'Restaurants', 'Latin American']",AZ,4.5
Romano's Pizza Italian Restaurant,"['Italian', 'Pizza', 'Restaurants']",NC,3.5
Barros Pizza,"['Pizza', 'Sandwiches', 'Restaurants', 'Italian']",AZ,3.5
Milano's III Pizza,"['Italian', 'Pizza', 'Restaurants']",NV,1.5
Rigatony's,"['Italian', 'Pizza', 'Seafood', 'Restaurants']",AZ,4.0
Marco's Pizza,"['Restaurants', 'Pizza', 'Italian']",NV,3.5
Streets of New York,"['American (Traditional)', 'Italian', 'Sandwiches', 'Pizza', 'Restaurants']",AZ,3.0
Tony Big's Pizza N Pasta,"['Pizza', 'Italian', 'Restaurants']",NV,3.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']",OH,1.5
Fresh & Easy,"['Mexican', 'Restaurants', 'Food', 'American (New)', 'Grocery', 'Florists', 'Shopping', 'Convenience Stores', 'Italian', 'Flowers & Gifts']",AZ,3.0
La Bocca Wine Bar & Urban Kitchen,"['Wine Bars', 'Mediterranean', 'Bars', 'Italian', 'Nightlife', 'Restaurants', 'Pizza']",AZ,4.0
La Locanda Ristorante Italiano,"['Restaurants', 'Italian']",AZ,4.0
The Oak Room,"['Burgers', 'Gastropubs', 'Sandwiches', 'Caterers', 'Nightlife', 'Italian', 'Seafood', 'Bars', 'Event Planning & Services', 'American (New)', 'Restaurants', 'Diners']",AZ,3.5
Moonlite Cafe,"['Restaurants', 'Italian']",PA,4.5
Osteria 100,"['Italian', 'Restaurants']",PA,3.5
Local Bistro,"['French', 'Steakhouses', 'Restaurants', 'Pizza', 'Italian']",AZ,4.0
Pizza Up,"['Italian', 'Buffets', 'Pizza', 'Restaurants']",NC,4.5
Bucatini,"['Restaurants', 'Italian']",WI,3.5
Streets of New York,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian']",AZ,3.5
Legends Eatery,"['Seafood', 'Desserts', 'Caterers', 'American (New)', 'Restaurants', 'Food', 'Salad', 'Italian', 'Event Planning & Services', 'Gluten-Free']",PA,4.0
Niccoli's Italian Grocery & Deli,"['Sandwiches', 'Delis', 'Italian', 'Food', 'Pizza', 'Grocery', 'Restaurants']",AZ,4.5
Centro Paninoteca,"['Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Nightlife']",AZ,4.0
Sammies Bar & Grill,"['Restaurants', 'American (Traditional)', 'Italian']",OH,4.0
Rosati's of Fountain Hills,"['Italian', 'Pizza', 'Restaurants']",AZ,2.5
Bella Vita,"['Salad', 'Italian', 'Food', 'Desserts', 'Tapas/Small Plates', 'Restaurants']",AZ,3.5
Cento,"['Restaurants', 'Italian', 'Desserts', 'Food', 'Breakfast & Brunch']",WI,4.0
Italian Oven,"['Italian', 'Restaurants']",PA,4.0
San Lorenzo Ristorante,"['Italian', 'Restaurants']",PA,4.0
The Woods Restaurant & Lounge,"['Restaurants', 'Pizza', 'Italian']",OH,3.5
Pizza Hut,"['Restaurants', 'Fast Food', 'Italian', 'Pizza', 'Chicken Wings']",AZ,2.5
Best Billiards,"['Nightlife', 'Restaurants', 'Italian', 'Pool Halls']",NV,4.0
Yo Pauly's NY Pizza Co,"['Mediterranean', 'Sandwiches', 'Italian', 'Greek', 'Salad', 'Restaurants', 'Pizza']",AZ,4.0
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Italian', 'Pizza']",OH,4.0
Cugino's Italian Deli & Pizza,"['Delis', 'Pizza', 'Italian', 'Restaurants']",NV,4.5
Hot Dog Heaven,"['Hot Dogs', 'Italian', 'Fast Food', 'Restaurants']",NV,3.5
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",OH,2.0
Luigi's Pizza- Steelecroft Commons,"['Pizza', 'Salad', 'Restaurants', 'Italian']",NC,4.0
Old School Pizzeria,"['Italian', 'Pizza', 'Restaurants']",NV,4.5
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",OH,1.0
The Tuscan Inn,"['American (New)', 'Italian', 'Restaurants']",PA,4.0
Pasta Mia West,"['Food', 'Italian', 'Restaurants']",NV,4.0
La Bella Napoli Pizzeria,"['Restaurants', 'Italian', 'Wine Bars', 'Nightlife', 'Bars', 'Pizza']",NV,4.0
Papa John's Pizza,"['Fast Food', 'Pizza', 'Italian', 'Restaurants']",AZ,2.5
La Rocca's Restaurant & Pizzeria,"['Restaurants', 'Pizza', 'Italian']",WI,4.0
Streets of New York,"['Pizza', 'Sandwiches', 'Italian', 'Restaurants']",AZ,3.5
San Gennaro Grill,"['Burgers', 'American (New)', 'Restaurants', 'Sandwiches', 'Italian']",NV,3.0
Momenti,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Gina's Bistro,"['Restaurants', 'Italian']",NV,4.5
Pizza Pit Extreme,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian', 'Chicken Wings']",WI,2.0
Gino Bros Pizzeria,"['Restaurants', 'Pizza', 'Italian']",PA,3.0
Taste,"['Salad', 'Nightlife', 'Wine Bars', 'Italian', 'Restaurants', 'American (New)', 'Bars']",OH,3.5
Palermos Pizza,"['Restaurants', 'Pizza', 'Sandwiches', 'Italian', 'Salad']",AZ,4.0
Bella Fresco,"['Hawaiian', 'Italian', 'Gelato', 'Cafes', 'Ice Cream & Frozen Yogurt', 'American (New)', 'Restaurants', 'Food', 'Mediterranean']",NC,4.0
Roma Deli 1 & Restaurant,"['Restaurants', 'Delis', 'Italian']",NV,4.5
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Italian', 'Pizza']",AZ,2.0
Brooklyn Pizza Parlor,"['Caterers', 'Salad', 'Event Planning & Services', 'Pizza', 'Restaurants', 'Breakfast & Brunch', 'Italian']",NC,3.5
Anthony & Marios Broadway Pizzeria,"['Italian', 'Salad', 'Restaurants', 'Pizza']",NV,4.0
Tavolo 72,"['Restaurants', 'Steakhouses', 'Italian']",OH,4.0
Domino's Pizza,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants', 'Sandwiches']",AZ,3.5
Hawthorne's New York Pizza and Bar,"['Italian', 'Sports Bars', 'Nightlife', 'Restaurants', 'Bars', 'Pizza']",NC,3.5
Buon Cibo,"['Italian', 'Restaurants', 'Pizza']",PA,4.5
Pizza Hut,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']",AZ,3.0
Albo Pizza,"['Specialty Food', 'Italian', 'Pizza', 'Salad', 'Pasta Shops', 'Restaurants', 'Food']",NV,4.0
Calabria's,"['Italian', 'American (Traditional)', 'Restaurants']",PA,3.0
Jo Jo Carloni's,"['Italian', 'Restaurants', 'Seafood', 'Pizza']",OH,4.5
Wild Vines,"['Restaurants', 'Tapas/Small Plates', 'Food', 'Beer', 'Wine & Spirits', 'Nightlife', 'Wine Bars', 'Italian', 'Bars', 'American (New)']",AZ,3.0
Romano's Macaroni Grill,"['Restaurants', 'Italian']",AZ,2.5
Danny Boy's Pizza,"['Pizza', 'Restaurants', 'Italian']",OH,4.0
Picasso's,"['Restaurants', 'Italian', 'Pizza']",WI,3.5
Ciao! 2,"['Italian', 'Restaurants']",PA,2.5
La Cucina Bistro & Wine Bar,"['Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Nightlife']",AZ,4.5
Giuseppes Bar & Grille Las Vegas,"['Italian', 'Screen Printing', 'Restaurants', 'Nightlife', 'Sports Bars', 'Printing Services', 'Bars', 'American (Traditional)', 'Local Services']",NV,3.5
Angie's Restaurant,"['Restaurants', 'Italian']",PA,4.0
RigaTony's,"['Italian', 'Restaurants', 'Food']",AZ,4.5
Bambino Bistro / Vinery 214 Bistro,"['Restaurants', 'Italian']",AZ,2.5
Aprimo Pizza,"['Sandwiches', 'Italian', 'Pizza', 'Restaurants']",PA,2.5
Osteria 2350,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']",PA,3.5
Pugliano's Italian Grill,"['Restaurants', 'Italian']",PA,3.0
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",PA,2.5
Pasta -N- More,"['Restaurants', 'Italian']",AZ,4.5
Giuseppes,"['Restaurants', 'Italian']",PA,2.0
Distill - A Local Bar,"['Bars', 'Nightlife', 'Diners', 'Restaurants', 'Breakfast & Brunch', 'Italian']",NV,3.5
Aurelio's Pizza,"['Restaurants', 'Salad', 'Pizza', 'Italian']",NV,3.5
Rullo Di Pasta,"['Italian', 'Restaurants']",NC,3.0
Carrabba's Italian Grill,"['Seafood', 'Italian', 'Restaurants']",AZ,4.0
Royal Place Restaurant,"['Italian', 'American (Traditional)', 'Restaurants']",PA,2.0
Fazoli's,"['Restaurants', 'Italian']",AZ,2.5
Johnny Carino's,"['Italian', 'Restaurants']",PA,3.5
B&B Burger & Beer,"['Bars', 'Burgers', 'Restaurants', 'Italian', 'Beer Bar', 'Cocktail Bars', 'Barbeque', 'Nightlife']",NV,3.0
Sbarro,"['Pizza', 'Restaurants', 'Italian']",NV,1.0
CM2 Pizzeria & Bakeshop,"['Italian', 'Pizza', 'Bars', 'Food', 'Breakfast & Brunch', 'Nightlife', 'Wine Bars', 'Restaurants', 'Bakeries']",AZ,4.5
Noodles & Company,"['American (New)', 'Sandwiches', 'Restaurants', 'Comfort Food', 'Salad', 'Noodles', 'Food', 'Asian Fusion', 'Italian', 'Mediterranean']",PA,3.0
Sbarro,"['Italian', 'Pizza', 'Restaurants', 'Salad']",NV,2.5
Tommy V's Pastaria,"['Restaurants', 'Event Planning & Services', 'Pizza', 'Pasta Shops', 'Cheese Shops', 'Italian', 'Caterers', 'Food', 'Specialty Food']",OH,4.0
Sardella's Pizza & Wings,"['Restaurants', 'Italian', 'Beer', 'Wine & Spirits', 'Food', 'Chicken Wings', 'Pizza']",AZ,3.5
D'Amico's,"['Restaurants', 'Italian']",PA,2.5
Mama Santa's,"['Pizza', 'Salad', 'Restaurants', 'Italian', 'Sandwiches']",OH,3.0
House of Pizza,"['Pizza', 'Restaurants', 'Italian', 'Greek']",NC,3.5
Peppercini's Italian Restaurant and Lounge,"['Restaurants', 'Nightlife', 'Italian', 'Bars', 'Pizza', 'Lounges']",PA,3.0
Nothing But Noodles,"['Chinese', 'Italian', 'Gluten-Free', 'Salad', 'Fast Food', 'Desserts', 'American (Traditional)', 'Food', 'Restaurants', 'Noodles', 'Asian Fusion']",NC,4.0
Grazie Restaurant & Event Center,"['Sandwiches', 'Venues & Event Spaces', 'Event Planning & Services', 'Italian', 'Party & Event Planning', 'Restaurants']",PA,3.0
Grape Street Cafe & Wine Bar,"['Sandwiches', 'Seafood', 'Nightlife', 'Restaurants', 'Bars', 'American (Traditional)', 'Wine Bars', 'Italian']",NV,3.0
Judit's Bistro,"['Italian', 'Restaurants', 'Pizza', 'Hungarian']",NV,3.5
Pizza Hut,"['Chicken Wings', 'Fast Food', 'Pizza', 'Italian', 'Restaurants']",AZ,2.0
Middle Road Inn,"['Breakfast & Brunch', 'Italian', 'Restaurants', 'Diners', 'American (Traditional)']",PA,3.5
Chianti Cafe,"['Nightlife', 'Italian', 'Bars', 'Restaurants', 'Wine Bars']",NV,3.0
Cicis,"['Pizza', 'Italian', 'Sandwiches', 'American (Traditional)', 'Restaurants']",AZ,3.0
Riazzi's Italian Garden,"['Italian', 'Restaurants']",AZ,3.5
Buon Cibo,"['Restaurants', 'Italian', 'Seafood']",PA,4.0
New York Pizza & Pasta,"['Restaurants', 'Italian', 'Pizza']",NC,3.5
Bravo! Cucina Italiana,"['Cocktail Bars', 'Wine Bars', 'Nightlife', 'Gluten-Free', 'Italian', 'Restaurants', 'Bars']",PA,3.5
Quattro Pizza,"['Pizza', 'Italian', 'Restaurants']",PA,4.0
Upper Crust Pizza,"['Italian', 'Pizza', 'Restaurants']",NV,4.0
Barro's Pizza,"['Restaurants', 'Sandwiches', 'Pizza', 'Italian']",AZ,3.5
Rosa's Pizza,"['Pizza', 'Sandwiches', 'Restaurants', 'Italian']",OH,4.0
Humble Pie,"['Restaurants', 'Pizza', 'Italian']",AZ,3.5
Pizza Romano,"['Italian', 'Desserts', 'Restaurants', 'Food', 'Pizza']",PA,3.0
Cucina Tagliani,"['Restaurants', 'Italian']",AZ,3.0
Mamas Pizza & Pasta,"['Restaurants', 'Pizza', 'Italian']",SC,3.0
Pizza Hut,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",AZ,3.0
Asiago's,"['Caterers', 'Event Planning & Services', 'Restaurants', 'Italian']",PA,3.5
Italian Village Restaurant,"['Pizza', 'Italian', 'Restaurants']",OH,3.5
Caffe Davio,"['Italian', 'Restaurants']",PA,4.0
Giordano's,"['Restaurants', 'Pizza', 'Italian', 'Salad']",AZ,3.5
Slice of Vegas,"['Nightlife', 'Food', 'Italian', 'Bars', 'Restaurants', 'Pizza', 'Beer', 'Wine & Spirits', 'Vegan']",NV,3.5
Different Pointe of View,"['Mediterranean', 'Italian', 'Restaurants', 'American (Traditional)']",AZ,4.0
Nonno's Ristorante Italiano,"['Restaurants', 'Italian']",WI,4.0
Barro's Pizza,"['Restaurants', 'Sandwiches', 'Pizza', 'Italian']",AZ,3.5
Cafe La Bellitalia,"['Restaurants', 'Italian', 'Pizza']",WI,4.0
Sauce Pizza & Wine,"['Bars', 'Italian', 'Gluten-Free', 'Nightlife', 'Salad', 'Restaurants', 'Wine Bars', 'Pizza']",AZ,3.5
Buca di Beppo,"['Caterers', 'Wine Bars', 'Italian', 'Restaurants', 'Pizza', 'Bars', 'Event Planning & Services', 'Food', 'Nightlife']",NC,3.0
Daddy Duke's,"['Italian', 'Cheesesteaks', 'Restaurants']",AZ,3.5
Papa John's,"['Pizza', 'Italian', 'Restaurants']",PA,3.0
Epollito Mexican Grill,"['Restaurants', 'Chicken Wings', 'Italian', 'Mexican']",NV,4.0
Trattoria Nakamura-Ya,"['Restaurants', 'Italian', 'Japanese', 'Vegan']",NV,4.5
Zeppe's Tavern & Pizzeria,"['Wraps', 'Italian', 'Event Planning & Services', 'Nightlife', 'Restaurants', 'American (Traditional)', 'Caterers', 'Pizza', 'Bars']",OH,3.0
Pizzaiolo Primo,"['Bars', 'Pizza', 'Italian', 'Wine Bars', 'Restaurants', 'Nightlife']",PA,3.5
Roman Bistro,"['Bars', 'Nightlife', 'Wine Bars', 'Restaurants', 'Italian']",PA,3.0
Focoso,"['Event Planning & Services', 'Food', 'Restaurants', 'Food Trucks', 'Italian', 'Caterers', 'Pizza']",AZ,4.5
Tomaydo Tomahhdo,"['Italian', 'Restaurants']",OH,3.0
Oggi Ristorante,"['Restaurants', 'Italian']",OH,4.5
Frascati in the Valley,"['Italian', 'Restaurants']",OH,3.5
Luna Rossa,"['Pizza', 'Italian', 'Restaurants', 'Nightlife', 'Bars']",NV,3.5
Grape Street,"['Nightlife', 'Wine Bars', 'Bars', 'Italian', 'Restaurants']",NV,3.5
Antonio's,"['Pizza', 'Caterers', 'Italian', 'Event Planning & Services', 'Restaurants', 'Sandwiches']",OH,4.0
